JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03
2762,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2763,,,,,,72,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2763,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,2864.0,260.0,S10,Standard 10%,10A100020,Cash and deposits,,,,9078.0,0.0,O,Exempt,,,,,,
2763,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2763,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2763,2.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,2815.0,255.0,S10,Standard 10%,,,,,,,,,,,,,,,
2763,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2763,3.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3399.0,309.0,S10,Standard 10%,,,,,,,,,,,,,,,
2763,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2764,,,,,,87,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2764,1.0,,,,,,,,,,Mobile Phone Cost,10E200180,Communication expenses,,,,41558.0,3778.0,S10,Standard 10%,10A100020,Cash and deposits,,,,41558.0,0.0,O,Exempt,,,,,,
2764,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
2764,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2764,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2765,,,,,,114,2022-03-27,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2765,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,2540.0,230.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5404.0,0.0,O,Exempt,,,,,,
2765,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2765,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2765,2.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,2864.0,260.0,S10,Standard 10%,,,,,,,,,,,,,,,
2765,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2766,,,,,,9,2022-03-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2766,1.0,,,,,,,,,,General management of souvenirs,10E200150,Entertainment expenses,,,,5250.0,477.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5250.0,0.0,O,Exempt,,,,,,
2766,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2766,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2767,,,,,,39,2022-03-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1.0,,,,,,,,,,Membership Fee,10E200140,Welfare expenses,,,,9000.0,818.0,S10,Standard 10%,10A100020,Cash and deposits,,,,9000.0,0.0,O,Exempt,,,,,,
2767,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2767,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2768,,,,,,81,2022-03-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1.0,,,,,,,,,,JR,10E201230,Travel and transportation expenses,,,,9800.0,890.0,S10,Standard 10%,10A100020,Cash and deposits,,,,9800.0,0.0,O,Exempt,,,,,,
2768,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2768,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2769,,,,,,137,2022-03-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2769,1.0,,,,,,,,,,Wired (Cable),10E201270,Miscellaneous expenses,,,,6000.0,545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,48858.0,0.0,O,Exempt,,,,,,
2769,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2769,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2769,2.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,42858.0,3896.0,S10,Standard 10%,,,,,,,,,,,,,,,
2769,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2769,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,42652.0,3877.0,S10,Standard 10%,10A100020,Cash and deposits,,,,42652.0,0.0,O,Exempt,,,,,,
2769,3.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2769,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2769,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2769,4.0,,,,,,,,,,Cleaning Fee,10E201270,Miscellaneous expenses,,,,58100.0,5281.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,58100.0,0.0,O,Exempt,,,,,,
2769,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2769,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2770,,,,,,170,2022-03-28,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2770,1.0,,,,,,,,,,Newspaper Cost,10E201160,Book expenses,,,,3007.0,273.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3007.0,0.0,O,Exempt,,,,,,
2770,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2770,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2771,,,,,,27,2022-03-29,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2771,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,44324.0,4029.0,S10,Standard 10%,10A100020,Cash and deposits,,,,131182.0,0.0,O,Exempt,,,,,,
2771,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2771,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2771,2.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,56000.0,5090.0,S10,Standard 10%,,,,,,,,,,,,,,,
2771,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2771,3.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,30858.0,2805.0,S10,Standard 10%,,,,,,,,,,,,,,,
2771,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2772,,,,,,83,2022-03-29,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1.0,,,,,,,,,,Vehicle Management Cost,10E201120,Vehicle expenses,,,,51500.0,4681.0,S10,Standard 10%,10A100020,Cash and deposits,,,,51500.0,0.0,O,Exempt,,,,,,
2772,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2772,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2773,,,,,,144,2022-03-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2773,1.0,,,,,,,,,,Fund Transfer,10A100020,Cash and deposits,,,,4000000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,4000000.0,0.0,O,Exempt,,,,,,
2773,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2773,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
2773,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2773,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2774,,,,,,148,2022-03-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2774,1.0,,,,,,,,,,Fund Transfer,10A100020,Cash and deposits,,,,16000000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,16000000.0,0.0,O,Exempt,,,,,,
2774,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2774,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2774,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2774,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2775,,,,,,155,2022-03-30,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2775,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,6801.0,618.0,S10,Standard 10%,10A100020,Cash and deposits,,,,7944.0,0.0,O,Exempt,,,,,,
2775,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2775,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2775,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1143.0,103.0,S10,Standard 10%,,,,,,,,,,,,,,,
2775,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2776,,,,,,1,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2776,1.0,,,,,,,,,,Fare Sagawa Express,10E200870,Freight costs,,,,244210.0,22200.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,244210.0,0.0,O,Exempt,,,,,,
2776,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2776,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2777,,,,,,5,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2777,1.0,,,,,,,,,,Advertising Expense,10E200050,Advertising expenses,,,,52500.0,4772.0,S10,Standard 10%,10A100020,Cash and deposits,,,,52500.0,0.0,O,Exempt,,,,,,
2777,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
2777,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2777,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2778,,,,,,13,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2778,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,10000.0,909.0,S10,Standard 10%,10A100020,Cash and deposits,,,,10000.0,0.0,O,Exempt,,,,,,
2778,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2778,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2779,,,,,,15,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2779,1.0,,,,,,,,,,Car wash,10E201120,Vehicle expenses,,,,3000.0,272.0,S10,Standard 10%,10A100020,Cash and deposits,,,,3000.0,0.0,O,Exempt,,,,,,
2779,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2779,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2780,,,,,,36,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2780,1.0,,,,,,,,,,Fare Yamato Transport,10E200870,Freight costs,,,,1376962.0,125178.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,2169801.0,0.0,O,Exempt,,,,,,
2780,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2780,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2780,2.0,,,,,,,,,,Fare Sagawa Express,10E200870,Freight costs,,,,792839.0,72076.0,S10,Standard 10%,,,,,,,,,,,,,,,
2780,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2781,,,,,,40,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2781,1.0,,,,,,,,,,Advertisement,10E200050,Advertising expenses,,,,50000.0,4545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,50000.0,0.0,O,Exempt,,,,,,
2781,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2781,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2782,,,,,,49,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2782,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,163470.0,14860.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,163470.0,0.0,O,Exempt,,,,,,
2782,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2782,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2782,2.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,2626.0,238.0,S10,Standard 10%,10A100020,Cash and deposits,,,,8355.0,0.0,O,Exempt,,,,,,
2782,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2782,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2782,3.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,5729.0,520.0,S10,Standard 10%,,,,,,,,,,,,,,,
2782,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2783,,,,,,55,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2783,1.0,,,,,,,,,,Vehicle Management Cost,10E201120,Vehicle expenses,,,,23810.0,2164.0,S10,Standard 10%,10A100020,Cash and deposits,,,,58144.0,0.0,O,Exempt,,,,,,
2783,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2783,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2783,2.0,,,,,,,,,,Vehicle Management Cost,10E201120,Vehicle expenses,,,,26667.0,2424.0,S10,Standard 10%,,,,,,,,,,,,,,,
2783,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2783,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,7667.0,697.0,S10,Standard 10%,,,,,,,,,,,,,,,
2783,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2784,,,,,,62,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2784,1.0,,,,,,,,,,Payment insurance payment,10E200540,Legal welfare expenses,,,,403840.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,1507602.0,0.0,O,Exempt,,,,,,
2784,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2784,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2784,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2784,2.0,,,,,,,,,,Employment insurance premium business owner burden,10E200540,Legal welfare expenses,,,,662257.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2784,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2784,3.0,,,,,,,,,,Employment insurance premium,10B100690,Deposits received,,,,441505.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2784,3.0,,1.0,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,,,,,,,,,,
2784,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2785,,,,,,63,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2785,1.0,,,,,,,,,,Insurance Premium,10E200240,Insurance expenses,,,,81000.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,81000.0,0.0,O,Exempt,,,,,,
2785,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2785,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2785,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2786,,,,,,66,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2786,1.0,,,,,,,,,,Lease Payments,10E200730,Rent expenses on land and buildings,,,,209850.0,19077.0,S10,Standard 10%,10A100020,Cash and deposits,,,,209850.0,0.0,O,Exempt,,,,,,
2786,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2786,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2786,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2787,,,,,,67,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2787,1.0,,,,,,,,,,Membership Fee Payment,10E201140,Membership fee,,,,30000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,30000.0,0.0,O,Exempt,,,,,,
2787,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2787,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2788,,,,,,70,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2788,1.0,,,,,,,,,,Wired (Cable),10E201270,Miscellaneous expenses,,,,6000.0,545.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,58381.0,0.0,O,Exempt,,,,,,
2788,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2788,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2788,2.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,52381.0,4761.0,S10,Standard 10%,,,,,,,,,,,,,,,
2788,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2788,3.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,73315.0,6665.0,S10,Standard 10%,10A100020,Cash and deposits,,,,73315.0,0.0,O,Exempt,,,,,,
2788,3.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2788,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2788,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2788,4.0,,,,,,,,,,Cleaning Fee,10E201270,Miscellaneous expenses,,,,73500.0,6681.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,73500.0,0.0,O,Exempt,,,,,,
2788,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2788,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2788,5.0,,,,,,,,,,Insurance Premium,10E200240,Insurance expenses,,,,62000.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,62000.0,0.0,O,Exempt,,,,,,
2788,5.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
2788,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2788,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2789,,,,,,72,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2789,1.0,,,,,,,,,,Insurance Premium Payment,10E200240,Insurance expenses,,,,57000.0,0.0,X,Non-Purchase,10A100020,Cash and deposits,,,,57000.0,0.0,O,Exempt,,,,,,
2789,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
2789,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2789,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2790,,,,,,77,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2790,1.0,,,,,,,,,,Freight,10E200870,Freight costs,,,,202600.0,18418.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,202600.0,0.0,O,Exempt,,,,,,
2790,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2790,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2791,,,,,,79,2022-03-31,2021-02-01,8,21,,,,,,,,,,,,,,,,,,,,,,,,,
2791,1.0,,,,,,,,,,Consumables Cost Department Allocation,,,,,,,,,,10E200200,Supplies expenses,,,,347843.0,0.0,O,Exempt,,,,,,
2791,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2791,2.0,,,,,,,,,,,10E200200,Supplies expenses,,,,38262.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2791,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2791,3.0,,,,,,,,,,,10E200200,Supplies expenses,,,,166966.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2791,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2791,4.0,,,,,,,,,,,10E200200,Supplies expenses,,,,34784.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2791,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2791,5.0,,,,,,,,,,,10E200200,Supplies expenses,,,,83482.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2791,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2791,6.0,,,,,,,,,,,10E200200,Supplies expenses,,,,24349.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2791,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2792,,,,,,93,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2792,1.0,,,,,,,,,,Maintenance Cost,10E201000,Repair and maintenance expenses,,,,17850.0,1622.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,17850.0,0.0,O,Exempt,,,,,,
2792,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2792,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2792,2.0,,,,,,,,,,Insurance Premium Advance,10B100690,Deposits received,,,,742977.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1497010.0,0.0,O,Exempt,,,,,,
2792,2.0,,1.0,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,,,,,,,,,,
2792,2.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2792,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2792,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2792,3.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,120411.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2792,4.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,236045.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2792,5.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,103424.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2792,6.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,96352.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2792,7.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,119477.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2792,8.0,,,,,,,,,,Employer's Share of Insurance Premiums,10E200540,Legal welfare expenses,,,,67268.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2792,9.0,,,,,,,,,,Employer's Share of Child Contribution,10E200540,Legal welfare expenses,,,,11056.0,0.0,X,Non-Purchase,,,,,,,,,,,,,,,
2792,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2793,,,,,,96,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2793,1.0,,,,,,,,,,Security Fee,10E201270,Miscellaneous expenses,,,,22470.0,2042.0,S10,Standard 10%,10A100020,Cash and deposits,,,,22470.0,0.0,O,Exempt,,,,,,
2793,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
2793,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2793,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
